SRC_obs,SubId,Sub_Region,Obs_NM,POINT_X,POINT_Y
US,1058475,0001_0044,5366300,-91.11958333,44.68166667
US,1028060,0001_0001,6428000,-104.6020833,44.6825
US,1026649,0001_0001,6436000,-103.7370833,44.69
US,1027083,0001_0001,6435500,-103.82625,44.69083333
US,1134348,0001_0038,531656290,-95.03458333,44.69083333
US,1135185,0001_0038,5330000,-93.64125,44.69333333
US,1082925,0001_0014,6301850,-107.19125,44.69583333
US,1029523,0001_0001,6439500,-101.2195833,44.69583333
US,1082928,0001_0014,6302000,-107.1804167,44.7025
US,1116835,0001_0011,6284200,-108.7595833,44.70833333
US,1134969,0001_0038,5330870,-93.34958333,44.70833333
US,1142722,0001_0012,6187000,-110.50125,44.71
US,1059263,0001_0044,5346000,-92.86541667,44.72
US,1137582,0001_0038,5313500,-95.51791667,44.72166667
US,1116776,0001_0011,6284800,-108.5804167,44.7225
US,1155227,0001_0046,5400100,-90.09958333,44.7225
US,1013970,0001_0033,6479529,-96.95625,44.73083333
US,1013721,0001_0033,6479525,-97.04375,44.73166667
US,1124670,0001_0028,6474000,-98.58625,44.735
US,1135354,0001_0038,5299750,-96.41958333,44.73666667
US,1135357,0001_0038,5299700,-96.45791667,44.73916667
US,1119375,0001_0011,6284400,-108.59375,44.74
US,1023570,0001_0001,6439000,-102.0545833,44.7425
US,1134748,0001_0038,5329890,-93.73375,44.74333333
US,1082856,0001_0014,6302200,-107.1295833,44.74416667
US,1057753,0001_0044,5344500,-92.80125,44.745
US,1059089,0001_0044,5331580,-92.85375,44.74666667
US,1058009,0001_0044,5366000,-91.05458333,44.7475
US,1026889,0001_0001,6428500,-104.0470833,44.74916667
US,1057751,0001_0044,5344490,-92.80541667,44.74916667
US,1143541,0001_0012,6206500,-109.5070833,44.75
US,1116781,0001_0011,6284500,-108.5929167,44.75333333
US,1082477,0001_0014,6296500,-107.6220833,44.75666667
US,1117648,0001_0011,6279500,-108.1820833,44.75833333
US,1082504,0001_0014,6299480,-107.26625,44.75916667
US,1082505,0001_0014,6299490,-107.2470833,44.765
US,1124658,0001_0028,6474300,-98.70375,44.765
US,1079988,0001_0010,6039000,-111.9004167,44.7675
US,1082502,0001_0014,6299500,-107.23375,44.77333333
US,1059485,0001_0044,5370500,-92.16541667,44.77833333
US,1078755,0001_0010,6014000,-112.7320833,44.7825
US,1082494,0001_0014,6297000,-107.4695833,44.78416667
US,1155293,0001_0046,5399580,-89.86208333,44.78583333
US,1027749,0001_0001,6428200,-104.48125,44.79
US,1116621,0001_0011,6285000,-108.5029167,44.79166667
US,1059358,0001_0044,5367000,-91.53541667,44.79333333
US,1083041,0001_0014,6302500,-106.9654167,44.79666667
US,1026436,0001_0001,6436500,-103.5420833,44.7975
US,1155285,0001_0046,5399550,-89.97375,44.80166667
US,1082501,0001_0014,6298480,-107.3479167,44.80583333
US,1082500,0001_0014,6298490,-107.2954167,44.80583333
US,1135206,0001_0038,5330902,-93.30125,44.8075
US,1059475,0001_0044,5366500,-91.28208333,44.81
US,1082940,0001_0014,6298500,-107.2845833,44.81083333
US,1134933,0001_0038,5330645,-93.76041667,44.81083333
US,1135203,0001_0038,5330900,-93.30208333,44.8125
US,1026376,0001_0001,6436700,-103.69125,44.81333333
US,1155280,0001_0046,5399500,-90.07958333,44.82166667
US,1082959,0001_0014,6305500,-106.9620833,44.8225
US,1059247,0001_0044,5365539,-91.51041667,44.8275
US,1135231,0001_0038,5330800,-93.42375,44.83
US,1059266,0001_0044,5342000,-92.73208333,44.83083333
US,1155256,0001_0046,5398500,-89.60875,44.83416667
US,1119514,0001_0011,6285100,-108.43375,44.83833333
US,1118202,0001_0011,6288600,-107.7554167,44.83916667
US,1137311,0001_0038,5314510,-95.23958333,44.84
US,1142840,0001_0012,6205950,-109.63625,44.84166667
US,1119551,0001_0011,6286000,-108.4170833,44.8425
US,1082872,0001_0014,6306200,-106.88125,44.8425
US,1082933,0001_0014,6297480,-107.3329167,44.84583333
US,1059265,0001_0044,5341930,-92.64708333,44.84583333
US,1013605,0001_0033,6479520,-97.04875,44.8475
US,1082930,0001_0014,6298000,-107.3029167,44.85
US,1119520,0001_0011,6285500,-108.4504167,44.85083333
US,1143899,0001_0012,6207000,-109.1720833,44.85166667
US,1058519,0001_0044,5341889,-92.62708333,44.8525
US,1058241,0001_0044,5370000,-92.23791667,44.8525
US,1117606,0001_0011,6286200,-108.3320833,44.85833333
US,1143569,0001_0012,6206000,-109.56375,44.85916667
US,1079069,0001_0010,6038500,-111.33875,44.8675
US,1061778,0001_0044,5369955,-92.26041667,44.8675
US,1060075,0001_0044,5369945,-92.25208333,44.8675
US,1142675,0001_0012,6187950,-110.1654167,44.86833333
US,1135154,0001_0038,5330920,-93.19208333,44.87
US,1151000,0001_0015,6324000,-106.0820833,44.87166667
US,1061967,0001_0044,5369970,-92.23958333,44.8725
US,1058080,0001_0044,5341879,-92.62125,44.875
US,1082823,0001_0014,6299000,-107.2645833,44.87833333
US,1123348,0001_0028,6474500,-98.51375,44.88333333
US,1059582,0001_0044,5369000,-91.93291667,44.88333333
US,1059581,0001_0044,5368792,-91.93041667,44.88416667
US,1119429,0001_0011,6285400,-108.55125,44.885
US,1137328,0001_0038,5299650,-96.05125,44.885
US,1155298,0001_0046,5398000,-89.63625,44.885
US,1143548,0001_0012,6205500,-109.65625,44.88583333
US,1118896,0001_0011,6288701,-107.6145833,44.88583333
US,1062752,0001_0044,5380900,-90.57125,44.88583333
US,1082958,0001_0014,6305700,-106.98875,44.88666667
US,1078664,0001_0010,6039200,-111.5829167,44.8875
US,1118899,0001_0011,6288700,-107.6154167,44.8875
US,1078763,0001_0010,6038800,-111.5804167,44.88916667
US,1013595,0001_0033,6479512,-97.11791667,44.88916667
US,1155291,0001_0046,5397995,-89.62708333,44.89166667
US,1142600,0001_0012,6187500,-110.3879167,44.8925
US,1082628,0001_0014,6299980,-107.0204167,44.90083333
US,1082625,0001_0014,6300000,-107.0204167,44.90166667
US,1156160,0001_0046,5399000,-90.21291667,44.90166667
US,1060076,0001_0044,5369900,-92.26458333,44.905
US,1126991,0001_0034,5279000,-93.88541667,44.90583333
US,1122849,0001_0028,6475000,-98.47125,44.91083333
US,1126973,0001_0034,5289800,-93.21208333,44.915
US,1156162,0001_0046,5399431,-90.10625,44.91666667
US,1078529,0001_0010,6014500,-112.83125,44.9175
US,1155226,0001_0046,5397500,-89.55125,44.91833333
US,1143593,0001_0012,6187550,-110.40375,44.92083333
US,1058851,0001_0044,5341854,-92.53125,44.9225
US,1059637,0001_0044,5365500,-91.41041667,44.92583333
US,1143995,0001_0012,6207507,-109.00875,44.9275
US,1151056,0001_0015,6324970,-105.3529167,44.9275
US,1059073,0001_0044,5331000,-93.10958333,44.9275
US,1143585,0001_0012,6188000,-110.3945833,44.92833333
US,1137265,0001_0038,5299800,-96.05125,44.92916667
US,1059638,0001_0044,5364220,-91.38875,44.9325
US,1142650,0001_0012,6190000,-110.6154167,44.93333333
US,1134937,0001_0038,5311000,-95.73291667,44.93333333
US,1059878,0001_0044,5368500,-91.88875,44.935
US,1128337,0001_0034,5278500,-94.67458333,44.93583333
US,1078619,0001_0010,6039500,-111.61875,44.94
US,1013952,0001_0033,6479500,-97.14541667,44.94166667
US,1126967,0001_0034,5289500,-93.44458333,44.94166667
US,1118785,0001_0011,6289800,-107.4854167,44.94333333
US,1082646,0001_0014,6306000,-106.94375,44.94416667
US,1058272,0001_0044,5365000,-91.39958333,44.94833333
US,1142717,0001_0012,6189000,-110.58625,44.95
US,1142719,0001_0012,6188500,-110.56625,44.95
US,1013925,0001_0033,6479452,-97.16125,44.95
US,1014289,0001_0033,6479498,-97.10541667,44.95333333
US,1061098,0001_0044,5364000,-91.14708333,44.955
US,1122858,0001_0028,6473700,-98.51375,44.96
US,1155276,0001_0046,5396500,-89.69875,44.96
US,1117601,0001_0011,6286260,-108.2754167,44.96416667
US,1119402,0001_0011,6286258,-108.2904167,44.96833333
US,1155220,0001_0046,5396000,-89.90541667,44.9725
US,1060418,0001_0044,5365707,-90.84958333,44.97333333
US,1143406,0001_0012,6190500,-110.68625,44.9825
US,1082578,0001_0014,6306250,-106.83875,44.985
US,1118359,0001_0011,6289600,-107.4829167,44.9875
US,1116892,0001_0011,6288975,-107.6145833,44.98833333
US,1117316,0001_0011,6289820,-107.4229167,44.99166667
US,1143407,0001_0012,6191000,-110.69125,44.9925
US,1058650,0001_0044,5364850,-91.44125,44.99333333
US,1078956,0001_0010,6019000,-111.96625,44.99416667
US,1134611,0001_0038,5300000,-95.91958333,44.995
US,1119444,0001_0011,6289870,-107.35625,44.99583333
US,1116814,0001_0011,6286270,-108.1120833,44.9975
US,1118770,0001_0011,6288990,-107.6329167,44.99833333
US,1122846,0001_0028,6473000,-98.48041667,44.99833333
US,1074256,0001_0010,6015300,-112.85875,44.99916667
US,1127028,0001_0034,5288840,-93.32708333,45
US,1142817,0001_0012,6187915,-110.0020833,45.0025
US,1074254,0001_0010,6015400,-112.85375,45.00333333
US,1117971,0001_0011,6291200,-107.7754167,45.00583333
US,1142832,0001_0012,6187910,-109.98875,45.00666667
US,1013924,0001_0033,6479438,-97.16458333,45.00666667
US,1116684,0001_0011,6289000,-107.61625,45.0075
US,1014086,0001_0033,6479490,-97.10541667,45.00833333
US,1082792,0001_0014,6306300,-106.8354167,45.00916667
US,1061184,0001_0044,5363500,-91.38708333,45.00916667
US,1143936,0001_0012,6207500,-109.06625,45.01
US,1059025,0001_0044,5341752,-92.70791667,45.0125
US,1082797,0001_0014,6306500,-106.81375,45.03083333
US,1057899,0001_0044,5368000,-91.91125,45.0475
US,1078579,0001_0010,6017500,-112.5495833,45.04916667
US,1058510,0001_0044,5363205,-91.27625,45.04916667
US,1082849,0001_0014,6306100,-106.9270833,45.0525
US,1124700,0001_0028,6473500,-98.73625,45.0525
US,1058833,0001_0044,5367500,-91.71125,45.05333333
US,1119523,0001_0011,6290000,-107.35625,45.0575
US,1151202,0001_0015,6324500,-105.8779167,45.0575
US,1143514,0001_0012,6189500,-110.63625,45.0675
US,1082623,0001_0014,6307560,-106.4104167,45.07
US,1079506,0001_0010,6043000,-111.20375,45.07166667
US,1027497,0001_0001,6334000,-104.4095833,45.07666667
US,1027498,0001_0001,6333500,-104.4095833,45.0775
US,1143495,0001_0012,6209500,-109.3295833,45.08666667
US,1127332,0001_0034,5280000,-93.73375,45.08666667
US,1127487,0001_0034,5288580,-93.20041667,45.09166667
US,1116602,0001_0011,6289500,-107.4395833,45.09916667
US,1061019,0001_0044,5364500,-91.48958333,45.1
US,1151227,0001_0015,6325000,-105.3295833,45.1025
US,1134738,0001_0038,5304500,-95.79875,45.10833333
US,1074067,0001_0010,6015500,-112.8020833,45.11083333
US,1143356,0001_0012,6191500,-110.79375,45.1125
US,1073996,0001_0010,6016000,-112.7495833,45.11666667
US,1155998,0001_0046,5397110,-89.23375,45.12583333
US,1127450,0001_0034,5288500,-93.29625,45.12666667
US,1116873,0001_0011,6291500,-107.6004167,45.1275
US,1063403,0001_0044,5380806,-90.34541667,45.13583333
US,1082814,0001_0014,6307500,-106.77125,45.14166667
US,1024819,0001_0001,6359000,-102.55875,45.14416667
US,1142704,0001_0012,6210500,-109.3145833,45.1525
US,1143654,0001_0012,6207540,-108.9720833,45.15416667
US,1142690,0001_0012,6210000,-109.3679167,45.155
US,1117026,0001_0011,6286390,-107.92625,45.15666667
US,1059568,0001_0044,5341500,-92.71708333,45.1575
US,1116860,0001_0011,6292000,-107.58125,45.16
US,1127467,0001_0034,5287890,-93.43541667,45.16333333
US,1061693,0001_0044,5341685,-92.37958333,45.16583333
US,1117640,0001_0011,6290500,-107.39375,45.1775
US,1155215,0001_0046,5395000,-89.67958333,45.1775
US,1155222,0001_0046,5394900,-89.68541667,45.17833333
US,1014109,0001_0033,6479215,-97.18625,45.18083333
US,1127360,0001_0034,5288487,-93.29625,45.18416667
US,1082827,0001_0014,6306950,-106.9154167,45.18833333
US,1156196,0001_0046,5394170,-89.75458333,45.18833333
US,1019766,0001_0001,6360000,-101.2204167,45.18916667
US,1134358,0001_0038,5292704,-96.41541667,45.18916667
US,1074132,0001_0010,6019500,-112.14375,45.19166667
US,1127431,0001_0034,5283500,-93.39458333,45.19166667
US,1155907,0001_0046,5397000,-89.22208333,45.19333333
US,1024122,0001_0001,6359500,-102.1554167,45.1975
US,1134452,0001_0038,5294000,-96.01958333,45.20333333
US,1119205,0001_0011,6286370,-108.0720833,45.21083333
US,1134365,0001_0038,5304000,-95.63375,45.2125
US,1073707,0001_0010,6017000,-112.6554167,45.21833333
US,1116631,0001_0011,6286350,-108.16125,45.22
US,1060099,0001_0044,5363000,-91.11041667,45.2225
US,1134679,0001_0038,5293000,-96.35458333,45.22666667
US,1117025,0001_0011,6286395,-107.9504167,45.22916667
US,1073903,0001_0010,6040000,-111.75125,45.23333333
US,1127316,0001_0034,5288470,-93.25541667,45.23416667
US,1156170,0001_0046,5394500,-89.64958333,45.23583333
US,1062891,0001_0044,5363700,-90.69875,45.23916667
US,1116714,0001_0011,6286340,-108.2529167,45.24083333
US,1123283,0001_0028,6472000,-98.39041667,45.24083333
US,1073946,0001_0010,6020600,-112.1104167,45.24166667
US,1142734,0001_0012,6204050,-109.73125,45.24333333
US,1127602,0001_0034,5278020,-94.72541667,45.24333333
US,1079652,0001_0010,6023500,-113.4554167,45.24583333
US,1082890,0001_0014,6295100,-106.96875,45.24666667
US,1143493,0001_0012,6204070,-109.6995833,45.25416667
US,1018900,0001_0001,6360500,-100.8429167,45.25583333
US,1134982,0001_0038,5292500,-96.33875,45.25583333
US,1156115,0001_0046,5394000,-89.84375,45.25916667
US,1127637,0001_0034,5278000,-94.80541667,45.26416667
US,1117569,0001_0011,6291000,-107.3020833,45.2675
US,1143439,0001_0012,6203000,-109.5620833,45.26833333
US,1123334,0001_0028,6472500,-98.28791667,45.27
US,1119508,0001_0011,6292500,-107.4579167,45.27416667
US,1128064,0001_0034,5272950,-94.25125,45.27916667
US,1128061,0001_0034,5272951,-94.25125,45.28916667
US,1073878,0001_0010,6021000,-112.0904167,45.29083333
US,1082818,0001_0014,6307528,-106.6829167,45.29166667
US,1137434,0001_0038,5291000,-96.48708333,45.29166667
US,1134836,0001_0038,5292000,-96.44375,45.295
US,1083448,0001_0014,6307600,-106.5079167,45.29916667
US,1061562,0001_0044,5361000,-91.20791667,45.30083333
US,1127474,0001_0034,5275500,-93.56458333,45.30166667
US,1073645,0001_0010,6018000,-112.5629167,45.30583333
US,1143454,0001_0012,6191800,-110.8779167,45.30666667
US,1117535,0001_0011,6286400,-107.9570833,45.3075
US,1060479,0001_0044,5362000,-90.95625,45.3075
US,1117741,0001_0011,6293000,-107.3629167,45.30916667
US,1079605,0001_0010,6016500,-112.93625,45.31666667
US,1117656,0001_0011,6287000,-107.91875,45.3175
US,1117767,0001_0011,6287500,-107.76875,45.32666667
US,1127495,0001_0034,5286000,-93.37208333,45.3275
US,1143933,0001_0012,6207800,-108.80125,45.33166667
US,1127517,0001_0034,5286297,-93.28375,45.33333333
US,1127405,0001_0034,5275000,-93.66708333,45.33416667
US,1082817,0001_0014,6307525,-106.77375,45.335
US,1079875,0001_0010,6024000,-113.5504167,45.33666667
US,1143626,0001_0012,6207850,-108.83625,45.3375
US,1029542,0001_0001,6361000,-100.6020833,45.345
US,1125841,0001_0028,6479159,-97.25208333,45.3475
US,1143333,0001_0012,6203500,-109.4954167,45.35
US,1073572,0001_0010,6021500,-112.1229167,45.3525
US,1144038,0001_0012,6215000,-108.5679167,45.3525
US,1143437,0001_0012,6215500,-108.49125,45.3525
US,1143396,0001_0012,6201800,-109.8970833,45.35416667
US,1143023,0001_0012,6202000,-109.89375,45.355
US,1078654,0001_0010,6040300,-111.58125,45.35666667
US,1143262,0001_0012,6192000,-110.6179167,45.36
US,1143243,0001_0012,6202500,-109.8920833,45.36
US,1079089,0001_0010,6023800,-113.4404167,45.36083333
US,1083017,0001_0014,6295113,-106.9904167,45.36083333
US,1143625,0001_0012,6207870,-108.8670833,45.36583333
US,1060107,0001_0044,5360500,-91.20791667,45.3725
US,1127873,0001_0034,5276005,-94.78458333,45.3775
US,1117768,0001_0011,6287700,-107.79875,45.37916667
US,1079114,0001_0010,6026000,-112.7995833,45.38
US,1073343,0001_0010,6018500,-112.4529167,45.3825
US,1143627,0001_0012,6207900,-108.9020833,45.38333333
US,1129364,0001_0034,5276000,-94.79375,45.385
US,1127013,0001_0034,5274900,-93.73291667,45.385
US,1060085,0001_0044,5367426,-91.76541667,45.38916667
US,1063102,0001_0044,5361500,-90.50625,45.38916667
US,1151364,0001_0015,6325500,-105.3054167,45.39
US,1142481,0001_0012,6208000,-108.8954167,45.3925
US,1127403,0001_0034,5286290,-93.21208333,45.3925
US,1143244,0001_0012,6202510,-109.8695833,45.39333333
US,1059963,0001_0044,53674464,-91.82875,45.39583333
US,1126152,0001_0028,6479142,-97.28125,45.39833333
US,1060086,0001_0044,5367425,-91.77708333,45.40166667
US,1083419,0001_0014,6307717,-106.1445833,45.4025
US,1059846,0001_0044,5340000,-92.93208333,45.40916667
US,1060108,0001_0044,5360490,-91.21708333,45.41083333
US,1083338,0001_0014,6307616,-106.4570833,45.41166667
US,1117682,0001_0011,6288000,-107.68125,45.41333333
US,1073459,0001_0010,6022000,-112.2045833,45.41416667
US,1143249,0001_0012,6211500,-109.23125,45.4225
US,1079137,0001_0010,6024020,-113.44875,45.42333333
US,1151366,0001_0015,6324710,-105.4029167,45.4275
US,1143783,0001_0012,6216000,-108.53375,45.435
US,1073312,0001_0010,6022500,-112.2504167,45.43583333
US,1143111,0001_0012,6202600,-109.79125,45.4375
US,1144119,0001_0012,6211000,-109.2529167,45.4375
US,1073287,0001_0010,6026210,-112.55625,45.44
US,1078815,0001_0010,6025800,-112.8204167,45.4475
US,1060245,0001_0044,5341402,-92.45041667,45.4475
US,1059541,0001_0044,5340050,-92.88625,45.44916667
US,1143979,0001_0012,6213000,-109.1029167,45.45
US,1155958,0001_0046,5393500,-89.97875,45.45
US,1143907,0001_0012,6212500,-109.1854167,45.45083333
US,1061773,0001_0044,5356500,-91.26041667,45.45166667
US,1143193,0001_0012,6208400,-108.9570833,45.455
US,1060386,0001_0044,5340962,-92.30458333,45.45666667
US,1060916,0001_0044,5360100,-91.08291667,45.46416667
US,1142575,0001_0012,6208500,-108.8445833,45.46666667
US,1124570,0001_0028,6471770,-98.45375,45.47
US,1126850,0001_0034,5274750,-93.66458333,45.4725
US,1143664,0001_0012,6213500,-108.9970833,45.475
US,1117736,0001_0011,6288200,-108.0079167,45.47666667
US,1143200,0001_0012,6202610,-109.7295833,45.4775
US,1143299,0001_0012,6204300,-109.4504167,45.48333333
US,1073358,0001_0010,6040800,-111.63375,45.48666667
US,1143989,0001_0012,6204500,-109.45625,45.4875
US,1135552,0001_0038,5289985,-96.95875,45.4875
US,1073365,0001_0010,6041000,-111.63375,45.49
US,1060720,0001_0044,5341375,-92.46875,45.49083333
US,1073877,0001_0010,6043500,-111.2704167,45.4975
US,1126207,0001_0028,6479136,-97.28708333,45.50583333
US,1142568,0001_0012,6208800,-108.82875,45.51333333
US,1143665,0001_0012,6214000,-108.8629167,45.5175
US,1124664,0001_0028,6471800,-98.57708333,45.51916667
US,1143990,0001_0012,6204700,-109.4470833,45.52333333
US,1062709,0001_0044,5367630,-92.01625,45.525
US,1073546,0001_0010,6025500,-112.7020833,45.52666667
US,1079807,0001_0010,6025480,-112.8170833,45.52833333
US,1073969,0001_0010,6044200,-111.19375,45.52916667
US,1127015,0001_0034,5284750,-93.43875,45.52916667
US,1078556,0001_0010,6044100,-111.1795833,45.53083333
US,1079559,0001_0010,6044500,-111.08875,45.53916667
US,1073876,0001_0010,6044000,-111.2345833,45.54166667
US,1128294,0001_0034,5274700,-93.81291667,45.54166667
US,1079236,0001_0010,6044300,-111.1404167,45.5425
US,1073102,0001_0010,6023100,-112.3379167,45.54666667
US,1127111,0001_0034,5270700,-94.14708333,45.54666667
US,1079354,0001_0010,6024510,-113.76375,45.5475
US,1026875,0001_0001,6334500,-103.9704167,45.5475
US,1073105,0001_0010,6026400,-112.3654167,45.54833333
US,1073114,0001_0010,6026420,-112.35875,45.55
US,1143817,0001_0012,6205000,-109.3870833,45.55166667
US,1155910,0001_0046,5392000,-89.50791667,45.55416667
US,1143269,0001_0012,6197500,-110.2004167,45.555
US,1063002,0001_0044,5360000,-90.95958333,45.55583333
US,1124749,0001_0028,6471510,-98.41208333,45.56166667
US,1079297,0001_0010,6050000,-111.07125,45.5625
US,1128179,0001_0034,5270500,-94.23458333,45.5625
US,1117472,0001_0011,6293500,-107.4529167,45.56833333
US,1143359,0001_0012,6198500,-110.2779167,45.56916667
US,1062586,0001_0044,5367190,-91.51208333,45.57416667
US,1026443,0001_0001,6356000,-103.5454167,45.5775
US,1078846,0001_0010,6047500,-111.0204167,45.57916667
US,1155718,0001_0046,5391226,-89.28541667,45.58666667
US,1083458,0001_0014,6307740,-106.2545833,45.5875
US,1117471,0001_0011,6293900,-107.4604167,45.59666667
US,1144053,0001_0012,6192500,-110.56625,45.5975
US,1059574,0001_0044,5340390,-92.76791667,45.59833333
US,1137220,0001_0038,5290000,-96.87208333,45.60166667
US,1123234,0001_0028,6471000,-98.30958333,45.6025
US,1123232,0001_0028,6471550,-98.30375,45.6025
US,1155963,0001_0046,5392400,-89.75291667,45.60333333
US,1072792,0001_0010,6041500,-111.5745833,45.60583333
US,1072949,0001_0010,6026500,-112.3295833,45.61333333
US,1143252,0001_0012,6198000,-110.12625,45.61583333
US,1078831,0001_0010,6024450,-113.4570833,45.6175
US,1073444,0001_0010,6045000,-111.2045833,45.62333333
US,1074155,0001_0010,6047000,-110.9354167,45.625
US,1062926,0001_0044,5367154,-91.56708333,45.625
US,1126954,0001_0034,5284945,-93.30375,45.63
US,1072980,0001_0010,6027000,-112.3104167,45.64333333
US,1074041,0001_0010,6046500,-110.9279167,45.64416667
US,1155899,0001_0046,5392350,-89.68541667,45.64666667
US,1072677,0001_0010,6042000,-111.52375,45.6475
US,1024903,0001_0001,6356500,-102.64125,45.64916667
US,1078924,0001_0010,6024500,-113.7170833,45.65666667
US,1079585,0001_0010,6034000,-112.02125,45.65666667
US,1018615,0001_0001,6357800,-100.81625,45.6575
US,1062725,0001_0044,5367102,-91.56041667,45.65916667
US,1029624,0001_0001,6358000,-100.63875,45.66083333
US,1129171,0001_0034,5273800,-94.04208333,45.66166667
US,1143266,0001_0012,6199000,-110.1179167,45.66333333
US,1143226,0001_0012,6199500,-110.0895833,45.67
US,1079267,0001_0010,6027500,-112.1354167,45.67583333
US,1074150,0001_0010,6035500,-111.7204167,45.67666667
US,1058201,0001_0044,5340280,-92.64625,45.68
US,1072981,0001_0010,6027200,-112.2829167,45.68583333
US,1073330,0001_0010,6045300,-111.2645833,45.6875
US,1073998,0001_0010,6025250,-112.7354167,45.70083333
US,1073223,0001_0010,6048000,-111.0295833,45.70083333
US,1059407,0001_0044,5339500,-92.87041667,45.70333333
US,1063143,0001_0044,5359500,-90.61541667,45.70416667
US,1078803,0001_0010,6024590,-113.0304167,45.705
US,1073830,0001_0010,6048500,-110.9620833,45.705
US,1128414,0001_0034,5284690,-93.69541667,45.7075
US,1018923,0001_0001,6354882,-100.55875,45.71166667
US,1073582,0001_0010,6046300,-111.3545833,45.715
US,1142386,0001_0012,6216500,-108.3145833,45.71583333
US,1073677,0001_0010,6035000,-111.74125,45.72333333
US,1063549,0001_0044,5359600,-90.66875,45.72583333
US,1073265,0001_0010,6048700,-111.06875,45.72666667
US,1117410,0001_0011,6288500,-107.5804167,45.72916667
US,1063459,0001_0044,5359000,-90.73541667,45.73
US,1117425,0001_0011,6294000,-107.5570833,45.73583333
US,1144012,0001_0012,6195600,-110.47875,45.73833333
US,1129348,0001_0034,5270170,-94.95041667,45.74
US,1079534,0001_0010,6025270,-112.6704167,45.74333333
US,1073269,0001_0010,6045500,-111.2254167,45.74333333
US,1057997,0001_0044,5338920,-92.59208333,45.745
US,1072879,0001_0010,6027600,-112.18625,45.74666667
US,1072770,0001_0010,6036500,-111.65625,45.74916667
US,1024124,0001_0001,6357500,-102.1945833,45.75666667
US,1128330,0001_0034,5267578,-94.33625,45.76083333
US,1059516,0001_0044,5339000,-92.75041667,45.76333333
US,1073921,0001_0010,6049000,-111.00375,45.76416667
US,1128139,0001_0034,5268700,-94.20541667,45.765
US,1083541,0001_0014,6295250,-106.5704167,45.76833333
US,1063261,0001_0044,5358500,-90.76125,45.76833333
US,1128786,0001_0034,5270150,-94.98041667,45.77916667
US,1082296,0001_0014,6307800,-106.26875,45.78166667
US,1074121,0001_0010,6050200,-111.0179167,45.78333333
US,1061639,0001_0044,5335380,-92.12958333,45.78333333
US,1057928,0001_0044,5338955,-92.63125,45.78583333
US,1143781,0001_0012,6201500,-109.78625,45.78833333
US,1143307,0001_0012,6195500,-110.5429167,45.79083333
US,1074245,0001_0010,6025000,-112.9179167,45.795
US,1062610,0001_0044,5356121,-91.35125,45.795
US,1142410,0001_0012,6214500,-108.4679167,45.8
US,1024768,0001_0001,6355500,-102.3629167,45.80166667
US,1078548,0001_0010,6024540,-113.3120833,45.8075
US,1018532,0001_0001,6354860,-100.1070833,45.81666667
US,1143410,0001_0012,6195000,-110.55125,45.8175
US,1142448,0001_0012,6216900,-108.2895833,45.82083333
US,1080178,0001_0010,6042500,-111.49875,45.82333333
US,1127966,0001_0034,5267185,-94.47208333,45.82333333
US,1073267,0001_0010,6046000,-111.2720833,45.82416667
US,1128062,0001_0034,5267000,-94.35541667,45.82583333
US,1156678,0001_0046,5391000,-89.55125,45.83
US,1156679,0001_0046,53909999,-89.54708333,45.8325
US,1143227,0001_0012,6200000,-109.9395833,45.83333333
US,1143480,0001_0012,6194500,-110.5845833,45.83916667
US,1125389,0001_0028,6471065,-98.70208333,45.83916667
US,1083887,0001_0014,6307830,-106.22375,45.84
US,1058167,0001_0044,5338500,-92.93125,45.84083333
US,1073523,0001_0010,6028500,-112.29375,45.84166667
US,1062831,0001_0044,5356000,-91.07791667,45.84833333
US,1078417,0001_0010,6024580,-113.07375,45.85083333
US,1156640,0001_0046,5392070,-89.67875,45.855
US,1072971,0001_0010,6051000,-111.08125,45.86
US,1130075,0001_0034,5270103,-95.08375,45.8625
US,1143294,0001_0012,6194000,-110.6704167,45.86666667
US,1073007,0001_0010,6030000,-112.0929167,45.87583333
US,1029544,0001_0001,6354880,-100.2395833,45.88166667
US,1058355,0001_0044,5335500,-92.48791667,45.88166667
US,1156690,0001_0046,5392102,-89.74208333,45.88333333
US,1073037,0001_0010,6028000,-112.2004167,45.88416667
US,1076279,0001_0010,6052500,-111.4379167,45.88583333
US,1143124,0001_0012,6193500,-110.6170833,45.88583333
US,1142405,0001_0012,6217000,-108.3104167,45.8875
US,1072889,0001_0010,6052000,-111.19625,45.88916667
US,1123160,0001_0028,6470980,-98.17041667,45.89416667
US,1076236,0001_0010,6036650,-111.5945833,45.8975
US,1156488,0001_0046,5390700,-89.45375,45.9
US,1060995,0001_0044,5333000,-92.03791667,45.90083333
US,1063369,0001_0044,5358300,-90.68291667,45.9025
US,1026714,0001_0001,6334630,-104.0570833,45.90666667
US,1061660,0001_0044,5332000,-91.81875,45.90666667
US,1073029,0001_0010,6051500,-111.1829167,45.90916667
US,1156606,0001_0046,5390750,-89.53208333,45.91916667
US,1061479,0001_0044,5337400,-93.30791667,45.92
US,1059492,0001_0044,5336000,-92.63875,45.92666667
US,1127549,0001_0034,5267930,-94.17791667,45.9275
US,1127780,0001_0034,5265698,-94.43041667,45.93083333
US,1156491,0001_0046,5390685,-89.42458333,45.93333333
US,1123176,0001_0028,6470878,-98.17375,45.93666667
