SRC_obs,SubId,Sub_Region,Obs_NM,POINT_X,POINT_Y
US,1091088,0001_0039,3585300,-87.15541667,34.94583333
US,1084248,0001_0002,7232024,-95.85125,34.94916667
US,1030350,0001_0053,7262500,-93.15458333,34.95083333
US,1030348,0001_0053,7262000,-93.16041667,34.9525
US,1030383,0001_0053,7263012,-92.98458333,34.95666667
US,1092145,0001_0039,3567340,-85.20541667,34.9575
US,1030907,0001_0053,7248600,-94.73875,34.95833333
US,1031385,0001_0053,7248620,-94.62958333,34.95916667
US,1091648,0001_0039,357479650,-86.46041667,34.96
US,1084095,0001_0002,7231000,-96.51208333,34.96583333
US,1094002,0001_0039,3553500,-84.09041667,34.96583333
US,1005149,0001_0062,7047950,-90.88458333,34.9725
US,1084471,0001_0002,7231500,-96.24375,34.97583333
US,1089129,0001_0039,3560000,-84.38708333,34.98166667
US,1030718,0001_0053,7260000,-93.61291667,34.9875
US,1089548,0001_0039,3559500,-84.37625,34.99166667
US,1089568,0001_0039,3560110,-84.38208333,34.9925
US,1092623,0001_0039,3567000,-85.17625,34.9975
US,1088474,0001_0002,7229300,-97.36708333,35
US,1089365,0001_0039,3561420,-84.40958333,35.00333333
US,1030782,0001_0053,7248700,-94.52375,35.005
US,1003689,0001_0062,7032222,-89.87125,35.00666667
US,1090661,0001_0039,3571850,-85.69541667,35.01083333
US,1089364,0001_0039,3561500,-84.41208333,35.01083333
US,1088507,0001_0002,7229200,-97.34708333,35.0125
US,1031982,0001_0053,7263115,-92.72291667,35.0125
US,1091092,0001_0039,3584600,-86.99458333,35.01333333
US,1092421,0001_0039,3567500,-85.20625,35.01333333
US,1089319,0001_0039,3561000,-84.38208333,35.015
US,1090789,0001_0039,3585269,-87.19791667,35.0175
US,1030820,0001_0053,7249080,-94.94375,35.0225
US,1091337,0001_0039,3588500,-87.57791667,35.02416667
US,1093722,0001_0039,3546000,-83.70708333,35.025
US,1111141,0001_0063,7076850,-91.87291667,35.02583333
US,1091053,0001_0039,3584500,-86.94708333,35.0275
US,1089204,0001_0039,3554000,-84.11458333,35.0275
US,1089019,0001_0039,3547000,-83.79541667,35.02916667
US,1005607,0001_0062,7030392,-89.25041667,35.03
US,1110998,0001_0063,7077555,-91.32208333,35.035
US,1003715,0001_0062,7032224,-89.88625,35.035
US,1089167,0001_0039,3562000,-84.43458333,35.03583333
US,1084237,0001_0002,7232010,-95.57291667,35.04
US,1089151,0001_0039,3548330,-83.95958333,35.04
US,1084208,0001_0002,7230800,-96.66958333,35.04833333
US,1004461,0001_0062,7032200,-89.81875,35.05
US,1004294,0001_0062,7030500,-89.54041667,35.05583333
US,1003964,0001_0062,7029400,-88.79875,35.05583333
US,1030432,0001_0053,7260500,-93.39541667,35.05916667
US,1030520,0001_0053,7249000,-94.60208333,35.06083333
US,1091701,0001_0039,3566420,-85.06708333,35.0625
US,1005701,0001_0062,7029380,-88.65458333,35.06583333
US,1090325,0001_0039,3593005,-88.25291667,35.06666667
US,1089631,0001_0039,350056050,-83.23708333,35.06666667
US,1092802,0001_0039,3562540,-84.46291667,35.06833333
US,1089632,0001_0039,3500500,-83.23125,35.07083333
US,1030402,0001_0053,7260640,-93.20041667,35.07416667
US,1093976,0001_0039,3548000,-83.83208333,35.0775
US,1089187,0001_0039,3548500,-84.00291667,35.08
US,1088485,0001_0002,7229100,-97.38208333,35.0825
US,1091771,0001_0039,3564500,-84.65458333,35.0975
US,1092803,0001_0039,3563000,-84.53541667,35.0975
US,1004967,0001_0062,7032248,-90.01791667,35.09833333
US,1088844,0001_0002,7230597,-96.66791667,35.10666667
US,1030466,0001_0053,7258500,-93.92375,35.1075
US,1032019,0001_0053,7260800,-92.73208333,35.125
US,1089849,0001_0039,3504000,-83.61875,35.12666667
US,1111058,0001_0063,7076750,-91.44708333,35.1275
US,1005085,0001_0062,7032000,-90.07541667,35.12916667
US,1003544,0001_0062,7031500,-89.70958333,35.12916667
US,1004691,0001_0062,7031660,-89.85541667,35.13333333
US,1089529,0001_0039,3556000,-84.34375,35.13333333
US,1092576,0001_0039,3582000,-86.53875,35.13416667
US,1092607,0001_0039,3588400,-87.52958333,35.13583333
US,1092469,0001_0039,3582500,-86.58708333,35.13666667
US,1089131,0001_0039,3550000,-83.97958333,35.13916667
US,1089968,0001_0039,3439000,-82.82375,35.1425
US,1005092,0001_0062,7047942,-90.87791667,35.145
US,1089533,0001_0039,3555000,-84.18541667,35.14583333
US,1090028,0001_0039,3439500,-82.79875,35.14916667
US,1093700,0001_0039,3500000,-83.37958333,35.15083333
US,1093360,0001_0039,3580000,-86.01541667,35.15833333
US,1090042,0001_0039,3500240,-83.39291667,35.15833333
US,1030793,0001_0053,7249400,-94.40708333,35.1625
US,1030591,0001_0053,7249413,-94.65208333,35.16666667
US,1093912,0001_0039,3501000,-83.32208333,35.16666667
US,1091999,0001_0039,3565300,-84.71541667,35.1675
US,1004781,0001_0062,7031692,-89.86625,35.16916667
US,1088903,0001_0002,7230500,-96.93041667,35.1725
US,1091523,0001_0039,3593800,-88.20875,35.1775
US,1093284,0001_0039,3556500,-84.44291667,35.18083333
US,1093706,0001_0039,3501500,-83.37208333,35.18666667
US,1004780,0001_0062,7031683,-89.83625,35.1875
US,1093556,0001_0039,3580300,-86.09458333,35.18833333
US,1005341,0001_0062,7031740,-89.97625,35.18916667
US,1093621,0001_0039,3580750,-86.28041667,35.19166667
US,1092564,0001_0039,3583000,-86.84375,35.19333333
US,1088539,0001_0002,7229050,-97.48541667,35.195
US,1004565,0001_0062,7031700,-89.92208333,35.20166667
US,1031199,0001_0053,7252500,-93.89958333,35.20666667
US,1092489,0001_0039,3571000,-85.49625,35.20666667
US,1092370,0001_0039,3565000,-84.65958333,35.20916667
US,1092384,0001_0039,3581500,-86.46208333,35.21
US,1092396,0001_0039,3584020,-87.09958333,35.21083333
US,1092603,0001_0039,3566535,-85.21458333,35.21166667
US,1089727,0001_0039,3440000,-82.78291667,35.21166667
US,1091522,0001_0039,3594000,-88.21541667,35.21416667
US,1092405,0001_0039,3584000,-87.10125,35.21416667
US,1093111,0001_0039,356653019,-85.21625,35.21416667
US,1030479,0001_0053,7249422,-94.64708333,35.215
US,1091486,0001_0039,3593300,-88.42791667,35.2175
US,1084449,0001_0002,7242100,-96.21541667,35.21833333
US,1030802,0001_0053,7253000,-93.93875,35.22083333
US,1088503,0001_0002,7230000,-97.21375,35.22166667
US,1091973,0001_0039,3557000,-84.52625,35.2225
US,1092330,0001_0039,35825882,-86.62375,35.22333333
US,1090083,0001_0039,3441500,-82.63541667,35.22333333
US,1088505,0001_0002,7229900,-97.21708333,35.22416667
US,1030406,0001_0053,7258000,-93.15041667,35.225
US,1090248,0001_0039,3593500,-88.25875,35.225
US,1090398,0001_0039,3594040,-88.19375,35.23
US,1093426,0001_0039,3587500,-87.33375,35.23416667
US,1090017,0001_0039,3442000,-82.61041667,35.23416667
US,1093738,0001_0039,3502000,-83.39458333,35.235
US,1093112,0001_0039,3566525,-85.23541667,35.23833333
US,1091684,0001_0039,3588000,-87.35041667,35.245
US,1092007,0001_0039,3583500,-87.16875,35.2525
US,1030785,0001_0053,7246615,-94.75541667,35.25333333
US,1111181,0001_0063,7077700,-91.11708333,35.25583333
US,1005180,0001_0062,7030356,-89.99375,35.26
US,1083912,0001_0048,7245000,-95.23875,35.26333333
US,1084452,0001_0002,7242000,-96.20625,35.26416667
US,1030859,0001_0053,7254500,-93.83958333,35.26416667
US,1111230,0001_0063,7077500,-91.23791667,35.27
US,1031160,0001_0053,7261090,-92.62958333,35.27166667
US,1089973,0001_0039,3441000,-82.70541667,35.27333333
US,1088993,0001_0039,3502500,-83.44875,35.27833333
US,1003516,0001_0062,7029500,-88.97541667,35.28
US,1004610,0001_0062,7030280,-89.76541667,35.28083333
US,1090044,0001_0039,3508000,-83.12708333,35.2825
US,1091651,0001_0039,3580995,-86.37041667,35.28333333
US,1091995,0001_0039,3565250,-84.60875,35.28333333
US,1111342,0001_0063,7076620,-91.71791667,35.28416667
US,1093585,0001_0039,3579100,-86.10541667,35.28583333
US,1090173,0001_0039,3440500,-82.73708333,35.28666667
US,1090043,0001_0039,3508050,-83.14375,35.28833333
US,1111144,0001_0063,7074850,-91.39458333,35.29333333
US,1083927,0001_0048,7245030,-95.13208333,35.29583333
US,1092203,0001_0039,3566000,-84.76041667,35.29583333
US,1093371,0001_0039,3578000,-85.86875,35.2975
US,1031149,0001_0053,7261000,-92.40541667,35.29916667
US,1089757,0001_0039,3505500,-83.65541667,35.29916667
US,1093870,0001_0039,3443000,-82.62291667,35.29916667
US,1030206,0001_0053,7255000,-93.85625,35.30083333
US,1088633,0001_0002,7229000,-97.60041667,35.30333333
US,1093204,0001_0039,3579040,-86.12041667,35.30416667
US,1089758,0001_0039,3505550,-83.65125,35.305
US,1084500,0001_0002,7244800,-95.35875,35.3075
US,1084500,0001_0002,7244800,-95.35875,35.3075
US,1090395,0001_0039,3594160,-88.12541667,35.3075
US,1004895,0001_0062,7030240,-89.63958333,35.31083333
US,1089689,0001_0039,3508136,-83.08958333,35.31083333
US,1090049,0001_0039,3516000,-83.85958333,35.31166667
US,1030627,0001_0053,7250600,-94.21708333,35.3175
US,1091745,0001_0039,3583300,-86.87208333,35.31916667
US,1004920,0001_0062,7030250,-89.65791667,35.32
US,1030434,0001_0053,7260673,-92.87208333,35.325
US,1088605,0001_0002,7228940,-97.72375,35.32666667
US,1092070,0001_0039,3565500,-84.70458333,35.3275
US,1083943,0001_0002,7241800,-96.86958333,35.33416667
US,1093962,0001_0039,3503000,-83.52708333,35.3375
US,1086534,0001_0002,7227100,-103.39375,35.34166667
US,1086504,0001_0002,7226800,-103.4445833,35.34333333
US,1030494,0001_0053,7249447,-94.42208333,35.34333333
US,1030594,0001_0053,7255500,-93.93375,35.3475
US,1030240,0001_0053,7256000,-93.86291667,35.34833333
US,1030652,0001_0053,7250551,-94.29791667,35.35083333
US,1093810,0001_0039,3446500,-82.44291667,35.35416667
US,1093027,0001_0039,3578500,-85.97875,35.35583333
US,1086455,0001_0002,7227000,-103.4179167,35.35666667
US,1092906,0001_0039,3579620,-86.21458333,35.36
US,1092234,0001_0039,3570835,-85.37125,35.36
US,1093368,0001_0039,3518500,-84.27875,35.36166667
US,1005220,0001_0062,7047882,-90.65708333,35.3625
US,1092132,0001_0039,3583330,-87.14458333,35.36583333
US,1089815,0001_0039,3444500,-82.73875,35.36583333
US,1093767,0001_0039,3510500,-83.26041667,35.3675
US,1091753,0001_0039,3583360,-87.13541667,35.36916667
US,1089987,0001_0039,3444000,-82.56375,35.37083333
US,1090379,0001_0039,3594058,-88.38541667,35.37166667
US,1090123,0001_0039,3509500,-83.21791667,35.37416667
US,1090165,0001_0039,3445000,-82.61458333,35.38166667
US,1090124,0001_0039,3509000,-83.21375,35.38416667
US,1088981,0001_0039,3517000,-83.86375,35.385
US,1088973,0001_0039,3510577,-83.29125,35.385
US,1093881,0001_0039,3447000,-82.50291667,35.3875
US,1030680,0001_0053,7249455,-94.43291667,35.39166667
US,1089733,0001_0039,3445500,-82.62541667,35.39416667
US,1004099,0001_0062,7030246,-89.64208333,35.395
US,1089836,0001_0039,3455500,-82.93791667,35.39583333
US,1089714,0001_0039,3508910,-83.12791667,35.3975
US,1093830,0001_0039,3446000,-82.59458333,35.39833333
US,1085676,0001_0002,7222500,-104.4429167,35.40166667
US,1091857,0001_0039,3565120,-84.52208333,35.40166667
US,1085925,0001_0002,7223500,-104.1895833,35.4025
US,1085932,0001_0002,7224500,-104.1695833,35.40916667
US,1093590,0001_0039,3565160,-84.51958333,35.42083333
US,1092990,0001_0039,3596100,-86.13625,35.42166667
US,1089838,0001_0039,3455773,-82.92458333,35.42166667
US,1088960,0001_0039,3513000,-83.44791667,35.4275
US,1089837,0001_0039,345577330,-82.91958333,35.4275
US,1093687,0001_0039,3447687,-82.55291667,35.42833333
US,1030669,0001_0053,7250500,-94.35875,35.42916667
US,1089675,0001_0039,3457500,-83.00875,35.43
US,1004358,0001_0062,7030245,-89.65541667,35.43166667
US,1093860,0001_0039,3447500,-82.48875,35.435
US,1086574,0001_0002,7226500,-103.52625,35.43833333
US,1111472,0001_0063,7076517,-91.74625,35.43833333
US,1089545,0001_0039,351706800,-83.91875,35.43833333
US,1093546,0001_0039,3565040,-84.44791667,35.44
US,1089900,0001_0039,3456000,-82.91291667,35.44416667
US,1089544,0001_0039,3517500,-83.93791667,35.44583333
US,1089325,0001_0039,3515000,-83.80541667,35.44666667
US,1091786,0001_0039,35661285,-84.65541667,35.44833333
US,1092266,0001_0039,3599000,-86.78541667,35.44916667
US,1030191,0001_0053,7257200,-93.33791667,35.45083333
US,1084472,0001_0002,7244100,-95.95541667,35.45416667
US,1091709,0001_0039,3596500,-86.25708333,35.4575
US,1004387,0001_0062,70302446,-89.61625,35.46083333
US,1089032,0001_0039,3512000,-83.35375,35.46166667
US,1089882,0001_0039,3456500,-82.86958333,35.46166667
US,1092925,0001_0039,3595100,-86.06458333,35.4625
US,1089891,0001_0039,3456100,-82.89958333,35.46333333
US,1031163,0001_0053,7245500,-94.86208333,35.465
US,1030870,0001_0053,7257500,-93.04041667,35.46666667
US,1030644,0001_0053,7256500,-93.46291667,35.46833333
US,1087350,0001_0002,7227500,-101.8795833,35.47
US,1093574,0001_0039,3596000,-86.12125,35.47083333
US,1093172,0001_0039,3565430,-84.55208333,35.47083333
US,1092629,0001_0039,3599430,-86.95625,35.4725
US,1090159,0001_0039,3514000,-83.71541667,35.4775
US,1088707,0001_0002,7241000,-97.66375,35.47916667
US,1084285,0001_0002,7244000,-95.88375,35.47916667
US,1139214,0001_0058,3420185,-85.64958333,35.48
US,1092303,0001_0039,3598000,-86.49875,35.48083333
US,1092304,0001_0039,3597860,-86.46291667,35.4825
US,1093717,0001_0039,3511000,-83.31458333,35.48416667
US,1088710,0001_0002,7240500,-97.66708333,35.48666667
US,1093019,0001_0039,3595500,-86.09041667,35.48666667
US,1090013,0001_0039,3447894,-82.61041667,35.49333333
US,1030458,0001_0053,7250000,-94.45041667,35.49416667
US,1088640,0001_0002,7241500,-97.42625,35.495
US,1090867,0001_0039,3604000,-87.83375,35.49583333
US,1093011,0001_0039,3595000,-86.10291667,35.49583333
US,1088567,0001_0002,7241550,-97.19375,35.50083333
US,1092050,0001_0039,3570650,-85.25541667,35.50166667
US,1093726,0001_0039,3448000,-82.59208333,35.5025
US,1092571,0001_0039,3601000,-87.23125,35.50333333
US,1089828,0001_0039,3513500,-83.65875,35.50333333
US,1005322,0001_0062,7047600,-90.37958333,35.505
US,1093412,0001_0039,3544500,-85.02208333,35.505
US,1030487,0001_0053,7257006,-93.18125,35.50666667
US,1088654,0001_0002,7241503,-97.42291667,35.5075
US,1093549,0001_0039,3518000,-84.00625,35.50833333
US,1091635,0001_0039,3597210,-86.32291667,35.51166667
US,1088714,0001_0002,7240200,-97.66375,35.515
US,1112177,0001_0063,7076000,-91.99625,35.5175
US,1139123,0001_0058,3420200,-85.67375,35.5175
US,1090804,0001_0039,3599450,-86.94208333,35.51833333
US,1030457,0001_0053,7249985,-94.46708333,35.51916667
US,1087048,0001_0002,7227470,-102.2604167,35.52
US,1091836,0001_0039,3597600,-86.33458333,35.52
US,1004014,0001_0062,7030000,-89.34875,35.52166667
US,1089718,0001_0039,3456991,-82.84791667,35.5225
US,1089717,0001_0039,3457000,-82.84125,35.525
US,1030769,0001_0053,7251500,-94.27208333,35.52583333
US,1091835,0001_0039,3597590,-86.33958333,35.5275
US,1092593,0001_0039,3599100,-86.76791667,35.53083333
US,1005234,0001_0062,7047810,-90.48541667,35.53666667
US,1088697,0001_0002,7239700,-97.74291667,35.53916667
US,1088318,0001_0002,7228400,-98.57791667,35.54166667
US,1088254,0001_0002,7228500,-98.32041667,35.54166667
US,1093851,0001_0039,3448500,-82.67625,35.54166667
US,1091847,0001_0039,3518300,-84.06375,35.54583333
US,1113131,0001_0063,7075250,-92.70708333,35.5475
US,1031138,0001_0053,7257000,-93.15791667,35.55083333
US,1092382,0001_0039,3598179,-86.53708333,35.5525
US,1054541,0001_0041,7198500,-95.30791667,35.55416667
US,1092018,0001_0039,3598165,-86.49958333,35.5575
US,1088663,0001_0002,7239500,-97.95625,35.56333333
US,1092381,0001_0039,3598177,-86.51625,35.56416667
US,1030758,0001_0053,7249800,-94.53125,35.56583333
US,1088658,0001_0002,7241520,-97.36708333,35.56583333
US,1091634,0001_0039,3597000,-86.28291667,35.56583333
US,1093731,0001_0039,3451000,-82.54458333,35.56833333
US,1091737,0001_0039,3598169,-86.44791667,35.57166667
US,1054612,0001_0041,7198000,-95.06875,35.57333333
US,1031018,0001_0053,7249920,-94.55625,35.57333333
US,1090774,0001_0039,3599240,-86.77875,35.57666667
US,1089799,0001_0039,3458500,-82.95208333,35.57666667
US,1088526,0001_0002,7242247,-97.42708333,35.58
US,1092354,0001_0039,3543500,-84.74791667,35.58083333
US,1091744,0001_0039,3598173,-86.48708333,35.58333333
US,1092584,0001_0039,3598250,-86.59541667,35.585
US,1090775,0001_0039,3599250,-86.78625,35.58583333
US,1093659,0001_0039,3597500,-86.33958333,35.58916667
US,1112607,0001_0063,7075300,-92.45208333,35.59333333
US,1054611,0001_0041,7197500,-95.05208333,35.59416667
US,1003478,0001_0062,7027500,-88.81458333,35.59416667
US,1091592,0001_0039,3594435,-88.36708333,35.59666667
US,1089981,0001_0039,3449500,-82.39458333,35.60333333
US,1092616,0001_0039,3600258,-87.06875,35.605
US,1111304,0001_0063,7074500,-91.28791667,35.60583333
US,1092451,0001_0039,3604100,-87.71208333,35.60666667
US,1093772,0001_0039,3451500,-82.57791667,35.60916667
US,1090219,0001_0039,3594445,-88.27291667,35.61416667
US,1088256,0001_0002,7239450,-98.06458333,35.61666667
US,1091326,0001_0039,3601500,-87.20875,35.6175
US,1090657,0001_0039,3599408,-86.86541667,35.6175
US,1090945,0001_0039,3599500,-87.03208333,35.61833333
US,1090122,0001_0039,3448800,-82.31458333,35.61916667
US,1090493,0001_0039,3594500,-88.03541667,35.6225
US,1090073,0001_0039,3459000,-83.00708333,35.62333333
US,1093237,0001_0039,3520045,-84.44708333,35.62583333
US,1090658,0001_0039,3599407,-86.86125,35.63
US,1091450,0001_0039,3594421,-88.41458333,35.63416667
